"id,""vin"",""start_timestamp"",""start_battery_level"",""start_battery_range"",""end_timestamp"",""end_battery_level"",""end_battery_range"",""latitude"",""longitude"",""charge_amps"",""charge_status"",""updated_at"",""charge_address"""
"164,""LRW3F7FSXNC505348"",""2022-06-21 18:34:08"",54,146.01,""2022-06-21 22:33:37"",100,270.76,51.46373,-0.185181,32,True,NULL,NULL"
"163,""LRW3F7FSXNC505348"",""2022-06-21 18:34:10"",54,146.01,""2022-06-21 22:33:37"",100,270.76,51.46373,-0.185181,32,True,NULL,NULL"
"165,""LRW3F7FSXNC505348"",""2022-06-21 18:34:10"",54,146.01,""2022-06-21 22:33:37"",100,270.76,51.46373,-0.185181,32,True,NULL,NULL"
"166,""LRW3F7FS9NC502716"",""2022-06-21 18:48:44"",33,88.88,""2022-06-21 22:28:46"",100,268.05,51.58106,-0.338176,16,True,NULL,NULL"
"167,""LRW3F7FS7NC502939"",""2022-06-21 19:00:53"",49,133.46,""2022-06-21 19:41:44"",100,268.62,51.411574,-0.157614,16,True,NULL,NULL"
"168,""LRW3F7FS8NC502951"",""2022-06-21 19:02:54"",46,124.53,""2022-06-22 02:48:01"",78,213.13,51.526204,-0.45222,10,True,NULL,NULL"
"169,""LRW3F7FS8NC502870"",""2022-06-21 19:03:03"",25,69.26,""2022-06-21 20:55:07"",100,271.12,51.500297,-0.211083,16,True,NULL,NULL"
"170,""LRW3F7FS7NC505551"",""2022-06-21 19:06:47"",46,123.26,""2022-06-21 19:09:46"",52,141.82,51.577982,0.185096,16,True,NULL,NULL"
"171,""LRW3F7FS4NC505233"",""2022-06-21 19:07:08"",68,183.83,""2022-06-21 19:27:39"",92,249.04,51.630627,-0.263752,16,True,NULL,NULL"
"172,""LRW3F7FA8MC335397"",""2022-06-21 19:13:09"",62,159.44,""2022-06-21 22:04:28"",100,257.56,51.888862,-0.497428,32,True,NULL,NULL"
"173,""LRW3F7FA8MC335397"",""2022-06-21 19:13:09"",62,159.44,""2022-06-21 22:04:28"",100,257.56,51.888862,-0.497428,32,True,NULL,NULL"
"174,""LRW3F7FA8MC335397"",""2022-06-21 19:13:26"",62,160.46,""2022-06-21 22:04:28"",100,257.56,51.888862,-0.497428,32,True,NULL,NULL"
"175,""LRW3F7FS5NC505869"",""2022-06-21 19:24:55"",18,48.83,""2022-06-22 02:40:38"",100,270.76,51.074483,1.080414,30,True,NULL,NULL"
"176,""LRW3F7FS2NC505408"",""2022-06-21 19:38:12"",35,93.42,""2022-06-21 20:20:14"",100,269.36,51.478169,-0.516058,16,True,NULL,NULL"
"177,""LRW3F7FS5NC503166"",""2022-06-21 20:10:01"",36,96.42,""2022-06-21 20:42:23"",95,257.8,51.453498,0.246762,16,True,NULL,NULL"
"178,""LRW3F7FA5MC335387"",""2022-06-21 20:14:59"",22,55.2,""2022-06-22 01:58:46"",100,256.59,51.568611,-0.382625,32,True,NULL,NULL"
"179,""LRW3F7FS7NC505548"",""2022-06-21 20:21:37"",31,82.72,""2022-06-21 21:08:04"",100,268.48,51.526708,-0.283293,16,True,NULL,NULL"
"180,""LRW3F7FA2MC335315"",""2022-06-21 20:24:34"",44,111.44,""2022-06-21 20:30:36"",64,164.6,51.478075,-0.516001,16,True,NULL,NULL"
"181,""LRW3F7FA1MC335306"",""2022-06-21 20:35:18"",26,67.47,""2022-06-21 21:11:16"",99,253.52,51.526763,-0.283399,16,True,NULL,NULL"
"182,""LRW3F7FS9NC502876"",""2022-06-21 20:45:30"",50,132.85,""2022-06-22 03:57:45"",77,205,51.435379,-0.012371,10,True,NULL,NULL"
"183,""LRW3F7FJ5MC387490"",""2022-06-21 20:48:45"",11,29.26,""2022-06-21 21:19:31"",85,227.34,51.526805,-0.283483,16,True,NULL,NULL"
"184,""LRW3F7FS8NC505350"",""2022-06-21 20:56:48"",2,6.56,""2022-06-21 21:21:32"",74,198.8,50.715807,-3.464485,16,True,NULL,NULL"
"185,""LRW3F7FS6NC505606"",""2022-06-21 21:11:11"",33,88.37,""2022-06-22 02:53:41"",100,270.31,51.13399,0.228326,32,True,NULL,NULL"
"186,""LRW3F7FS9NC502800"",""2022-06-21 21:51:21"",43,116.37,""2022-06-21 22:58:05"",100,267.92,51.876965,-0.410651,16,True,NULL,NULL"
"187,""LRW3F7FSXNC505804"",""2022-06-21 21:59:12"",23,60.74,""2022-06-21 22:39:36"",100,268.87,51.577938,0.18497,16,True,NULL,NULL"
"188,""LRW3F7FA9MC335361"",""2022-06-21 22:11:55"",30,76.68,""2022-06-21 22:41:58"",98,250.47,51.526775,-0.283392,16,True,NULL,NULL"
"189,""LRW3F7FA9MC335361"",""2022-06-21 22:12:20"",31,79.74,""2022-06-21 22:41:58"",98,250.47,51.526775,-0.283392,16,True,NULL,NULL"
"190,""LRW3F7FA1MC335354"",""2022-06-21 22:15:12"",19,48.56,""2022-06-21 22:51:50"",32,81.78,51.579353,-0.014874,16,True,NULL,NULL"
"191,""LRW3F7FS1NC505738"",""2022-06-21 22:22:10"",43,114.21,""2022-06-21 22:42:19"",47,125.73,51.37549,-0.01322,30,True,NULL,NULL"
"192,""LRW3F7FS4NC505734"",""2022-06-21 22:28:37"",24,64.68,""2022-06-21 23:29:07"",97,261.32,51.455964,0.151903,16,True,NULL,NULL"
"193,""LRW3F7FJ0MC298023"",""2022-06-21 22:45:23"",54,134.91,""2022-06-21 23:09:27"",99,248.31,51.478165,-0.515937,16,True,NULL,NULL"
"194,""LRW3F7FA7MC335407"",""2022-06-21 22:51:12"",42,108.36,""2022-06-21 22:56:52"",62,157.94,52.185741,-0.891258,16,True,NULL,NULL"
"195,""LRW3F7FS5NC505810"",""2022-06-21 22:51:26"",29,77.51,""2022-06-22 07:16:43"",62,168.44,51.573588,-0.364409,10,True,NULL,NULL"
"196,""LRW3F7FS9NC502943"",""2022-06-21 22:55:53"",40,108.24,""2022-06-21 23:34:05"",99,266.12,51.506481,-0.222171,16,True,NULL,NULL"
"197,""LRW3F7FA3MC335310"",""2022-06-21 23:00:12"",23,53.71,""2022-06-22 02:40:10"",91,208.27,51.359739,0.535105,32,True,NULL,NULL"
"198,""LRW3F7FSXNC505740"",""2022-06-21 23:04:12"",23,62.86,""2022-06-22 00:01:38"",95,252.96,51.431628,-0.130585,16,True,NULL,NULL"
"199,""LRW3F7FS8NC505350"",""2022-06-21 23:30:16"",22,60.59,""2022-06-22 00:00:25"",90,242.86,50.227509,-5.279914,16,True,NULL,NULL"
"200,""LRW3F7FA1MC335306"",""2022-06-21 23:49:23"",81,206.49,""2022-06-22 04:42:35"",100,256.59,51.74988,0.502233,10,True,NULL,NULL"
"201,""LRW3F7FS4NC505233"",""2022-06-22 00:48:35"",33,89.31,""2022-06-22 01:35:30"",89,240.54,51.630623,-0.263765,16,True,NULL,NULL"
"202,""LRW3F7FA6MC335317"",""2022-06-22 00:52:50"",39,98.14,""2022-06-22 16:18:34"",97,248.41,51.502885,0.110979,5,True,NULL,NULL"
"203,""LRW3F7FA6MC335415"",""2022-06-22 01:24:21"",27,68.53,""2022-06-22 01:47:40"",83,212.81,51.526669,-0.283149,16,True,NULL,NULL"
"204,""LRW3F7FS9NC503008"",""2022-06-22 01:26:43"",37,99.24,""2022-06-22 03:10:38"",100,270.76,51.888458,-0.456624,16,True,NULL,NULL"
"205,""LRW3F7FS1NC505478"",""2022-06-22 01:37:22"",24,64.94,""2022-06-22 02:07:34"",90,240.71,51.506467,-0.222494,16,True,NULL,NULL"
"206,""LRW3F7FS2NC506817"",""2022-06-22 02:12:59"",86,232.48,""2022-06-22 03:30:34"",100,270.76,51.579884,-0.199386,32,True,NULL,NULL"
"207,""LRW3F7FS8NC502951"",""2022-06-22 03:00:11"",79,215.34,""2022-06-22 03:19:00"",100,270,51.510929,-0.460395,16,True,NULL,NULL"
"208,""LRW3F7FS8NC505350"",""2022-06-22 03:03:45"",11,30.1,""2022-06-22 03:30:27"",80,216.73,51.477199,-2.706356,16,True,NULL,NULL"
"209,""LRW3F7FS7NC503167"",""2022-06-22 04:10:49"",15,41.39,""2022-06-22 04:58:46"",100,268.77,50.847698,-0.991081,16,True,NULL,NULL"
"210,""LRW3F7FS4NC505233"",""2022-06-22 04:26:03"",39,104.91,""2022-06-22 09:48:23"",100,270.31,51.902803,-0.443258,32,True,NULL,NULL"
"211,""LRW3F7FS9NC505874"",""2022-06-22 04:37:42"",23,63.46,""2022-06-22 05:17:49"",90,242.21,51.526816,-0.283519,16,True,NULL,NULL"
"212,""LRW3F7FA5MC335387"",""2022-06-22 05:01:01"",100,255.56,""2022-06-22 05:04:59"",100,256.59,51.568611,-0.382625,32,True,NULL,NULL"
"213,""LRW3F7FS6NC505475"",""2022-06-22 05:29:00"",18,48.69,""2022-06-22 06:13:59"",99,267.54,51.526791,-0.283521,16,True,NULL,NULL"
"214,""LRW3F7FS8NC505350"",""2022-06-22 05:41:13"",13,33.61,""2022-06-22 12:38:04"",100,269.4,51.718439,-0.02428,32,True,NULL,NULL"
"215,""LRW3F7FS9NC505941"",""2022-06-22 05:46:35"",46,123.13,""2022-06-22 06:27:07"",100,268.95,52.471421,-1.874109,16,True,NULL,NULL"
"216,""LRW3F7FJ3MC387486"",""2022-06-22 05:53:04"",21,55.93,""2022-06-22 06:35:17"",98,260.48,51.302629,0.161158,16,True,NULL,NULL"
"217,""LRW3F7FA2MC335315"",""2022-06-22 05:58:33"",41,103.77,""2022-06-22 06:14:07"",80,203.45,51.478086,-0.515905,16,True,NULL,NULL"
"218,""LRW3F7FS9NC502795"",""2022-06-22 06:02:54"",48,129.47,""2022-06-22 06:27:08"",90,242.41,51.478154,-0.515939,16,True,NULL,NULL"
"219,""LRW3F7FA8MC335335"",""2022-06-22 06:20:59"",6,14.83,""2022-06-22 06:37:16"",55,139.06,51.526837,-0.283541,16,True,NULL,NULL"
"220,""LRW3F7FS1NC503018"",""2022-06-22 06:48:56"",21,57.65,""2022-06-22 07:39:57"",95,257.08,51.577489,-0.224081,16,True,NULL,NULL"
"221,""LRW3F7FS6NC505606"",""2022-06-22 06:49:00"",99,268.89,""2022-06-22 06:56:46"",100,270.31,51.133969,0.228339,32,True,NULL,NULL"
"222,""LRW3F7FA1MC335354"",""2022-06-22 07:15:30"",33,85.36,""2022-06-22 10:21:28"",99,253.01,51.579353,-0.014874,16,True,NULL,NULL"
"223,""LRW3F7FA8MC335352"",""2022-06-22 07:29:38"",73,184.74,""2022-06-22 07:32:07"",76,192.4,51.520245,-0.191263,16,True,NULL,NULL"
"224,""LRW3F7FS3NC505739"",""2022-06-22 07:55:39"",25,68.57,""2022-06-22 08:59:21"",92,246.72,51.464332,0.108405,16,True,NULL,NULL"
"225,""LRW3F7FA5MC335387"",""2022-06-22 07:57:32"",100,255.56,""2022-06-22 08:02:14"",100,256.59,51.568611,-0.382625,32,True,NULL,NULL"
"226,""LRW3F7FS7NC503167"",""2022-06-22 08:11:02"",54,146.65,""2022-06-22 11:13:59"",66,178.33,51.382919,-0.118408,10,True,NULL,NULL"
"227,""LRW3F7FS6NC505346"",""2022-06-22 08:11:13"",51,136.1,""2022-06-22 11:01:07"",100,270.31,51.496106,0.118065,16,True,NULL,NULL"
"228,""LRW3F7FA1MC335306"",""2022-06-22 08:11:14"",98,250.45,""2022-06-22 08:51:57"",100,256.59,51.749855,0.502235,10,True,NULL,NULL"
"229,""LRW3F7FA9MC335389"",""2022-06-22 08:34:00"",71,181.93,""2022-06-22 08:59:04"",100,257.56,51.453529,0.246615,16,True,NULL,NULL"
"230,""LRW3F7FS7NC505551"",""2022-06-22 08:45:18"",65,174.84,""2022-06-22 09:08:14"",98,263.7,51.135162,-0.191097,16,True,NULL,NULL"
"231,""LRW3F7FA3MC335422"",""2022-06-22 09:16:17"",40,102.72,""2022-06-22 09:53:29"",100,257.07,51.68757,-0.223486,16,True,NULL,NULL"
"232,""LRW3F7FJ7MC387488"",""2022-06-22 09:27:33"",39,101.61,""2022-06-22 09:41:51"",79,206.28,51.526685,-0.283673,16,True,NULL,NULL"
"233,""LRW3F7FA8MC335352"",""2022-06-22 09:32:41"",54,135.75,""2022-06-22 10:00:49"",100,253.64,51.871757,0.19349,16,True,NULL,NULL"
"234,""LRW3F7FS9NC502795"",""2022-06-22 09:37:37"",69,188.07,""2022-06-22 10:25:53"",72,194.21,51.62333,-0.388771,10,True,NULL,NULL"
"235,""LRW3F7FJ7MC387488"",""2022-06-22 09:58:16"",83,218.82,""2022-06-22 09:58:16"",83,218.82,51.526685,-0.283673,16,True,NULL,NULL"
"236,""LRW3F7FA2MC335394"",""2022-06-22 10:14:13"",21,54.19,""2022-06-22 11:16:19"",99,253.08,51.34677,-0.020258,16,True,NULL,NULL"
"237,""LRW3F7FA2MC335394"",""2022-06-22 10:14:47"",22,56.24,""2022-06-22 11:16:19"",99,253.08,51.34677,-0.020258,16,True,NULL,NULL"
"238,""LRW3F7FS0NC503009"",""2022-06-22 10:28:07"",53,143.6,""2022-06-22 11:00:55"",100,270.31,51.87176,0.193497,16,True,NULL,NULL"
"239,""LRW3F7FA5MC335387"",""2022-06-22 10:55:01"",99,254.54,""2022-06-22 11:00:52"",100,256.59,51.568611,-0.382625,32,True,NULL,NULL"
"240,""LRW3F7FS5NC505810"",""2022-06-22 10:56:54"",21,57.31,""2022-06-22 12:38:14"",23,63.09,51.573603,-0.364417,10,True,NULL,NULL"
"241,""LRW3F7FS5NC505869"",""2022-06-22 10:57:08"",59,159.25,""2022-06-22 11:22:17"",98,264.16,51.526779,-0.283406,16,True,NULL,NULL"
"242,""LRW3F7FS1NC505738"",""2022-06-22 11:05:58"",39,104.89,""2022-06-22 12:01:48"",100,268,51.520558,0.068615,16,True,NULL,NULL"
"243,""LRW3F7FA9MC335392"",""2022-06-22 11:14:12"",58,148.23,""2022-06-22 11:27:10"",77,196.27,51.526695,-0.283671,16,True,NULL,NULL"
"244,""LRW3F7FS9NC502795"",""2022-06-22 11:19:40"",67,180.03,""2022-06-22 11:38:04"",92,249.97,51.510882,-0.460415,16,True,NULL,NULL"
"245,""LRW3F7FJ5MC387490"",""2022-06-22 11:25:40"",21,55.26,""2022-06-22 11:48:37"",80,212.85,51.526787,-0.283434,16,True,NULL,NULL"
"246,""LRW3F7FS2NC505411"",""2022-06-22 11:43:16"",61,164.84,""2022-06-22 12:25:26"",99,271.58,51.529628,-0.015394,16,True,NULL,NULL"
"247,""LRW3F7FJ5MC387490"",""2022-06-22 11:54:20"",83,222.46,""2022-06-22 12:10:22"",98,260.9,51.526787,-0.283434,16,True,NULL,NULL"
"248,""LRW3F7FS5NC505810"",""2022-06-22 13:20:29"",26,70.45,""2022-06-22 14:00:26"",100,270.76,51.510966,-0.460428,16,True,NULL,NULL"
"249,""LRW3F7FS9NC506815"",""2022-06-22 14:12:11"",53,143.68,""2022-06-22 14:56:15"",99,266.57,51.426792,-0.026257,16,True,NULL,NULL"
"250,""LRW3F7FSXNC502949"",""2022-06-22 14:35:10"",25,68.09,""2022-06-22 15:23:29"",98,264.37,51.577361,-0.224085,16,True,NULL,NULL"
"251,""LRW3F7FS8NC505350"",""2022-06-22 14:39:18"",100,270.31,""2022-06-22 14:41:44"",100,270.31,51.718439,-0.02428,32,True,NULL,NULL"
"252,""LRW3F7FA7MC335407"",""2022-06-22 14:44:09"",17,43.96,""2022-06-22 15:33:03"",24,61.34,52.575719,-2.134577,16,True,NULL,NULL"
"253,""LRW3F7FSXNC502871"",""2022-06-22 14:47:29"",73,198.09,""2022-06-22 14:56:17"",76,205.83,51.683351,-0.032033,16,True,NULL,NULL"
"254,""LRW3F7FS1NC505870"",""2022-06-22 14:47:59"",27,73.25,""2022-06-22 15:25:23"",99,267,51.526774,-0.28339,16,True,NULL,NULL"
"255,""LRW3F7FA3MC335310"",""2022-06-22 14:55:50"",82,190.19,""2022-06-22 15:23:12"",89,205.69,51.35975,0.535108,32,True,NULL,NULL"
"256,""LRW3F7FS9NC505941"",""2022-06-22 15:17:12"",28,75.95,""2022-06-22 15:43:07"",89,238.96,51.502342,-0.001814,16,True,NULL,NULL"
"257,""LRW3F7FS0NC505939"",""2022-06-22 15:21:38"",77,207.44,""2022-06-22 22:18:15"",100,271.21,51.912304,0.098813,10,True,NULL,NULL"
"258,""LRW3F7FS8NC505476"",""2022-06-22 15:25:35"",48,131.28,""2022-06-22 16:02:40"",100,270.76,51.478135,-0.515655,16,True,NULL,NULL"
"259,""LRW3F7FS6NC506187"",""2022-06-22 15:33:25"",76,205.55,""2022-06-22 17:46:34"",93,251.86,51.551509,-0.246684,22,True,NULL,NULL"
"260,""LRW3F7FSXNC505477"",""2022-06-22 15:36:54"",59,160.2,""2022-06-22 15:42:58"",75,201.86,51.286313,0.54568,16,True,NULL,NULL"
"261,""LRW3F7FSXNC502871"",""2022-06-22 16:05:16"",65,174.87,""2022-06-22 16:20:36"",91,246.58,51.871756,0.193434,16,True,NULL,NULL"
"262,""LRW3F7FS2NC506817"",""2022-06-22 16:16:41"",76,206.49,""2022-06-22 18:26:34"",100,270.76,51.579873,-0.199407,32,True,NULL,NULL"
"263,""LRW3F7FS7NC503167"",""2022-06-22 16:38:13"",22,58.36,""2022-06-22 17:30:13"",100,270.31,51.286267,0.545718,16,True,NULL,NULL"
"264,""LRW3F7FS8NC505347"",""2022-06-22 16:38:40"",20,54.26,""2022-06-22 16:46:45"",47,127.75,51.438511,0.266528,16,True,NULL,NULL"
"265,""LRW3F7FS5NC505810"",""2022-06-22 16:50:21"",38,103.05,""2022-06-22 17:10:19"",87,236.58,52.948425,-0.678264,16,True,NULL,NULL"
"266,""LRW3F7FS4NC505233"",""2022-06-22 17:00:34"",90,242.9,""2022-06-22 17:04:35"",91,244.79,51.90278,-0.443277,32,True,NULL,NULL"
"267,""LRW3F7FS8NC502951"",""2022-06-22 17:18:11"",14,37.81,""2022-06-23 03:22:08"",57,155.12,51.526195,-0.45221,10,True,NULL,NULL"
"269,""LRW3F7FS8NC505350"",""2022-06-22 17:46:05"",95,256.26,""2022-06-22 18:20:14"",100,270.31,51.718438,-0.024273,32,True,NULL,NULL"
"268,""LRW3F7FAXMC335384"",""2022-06-22 17:46:09"",16,39.88,""2022-06-22 17:58:08"",20,50.1,51.401757,-0.240474,16,True,NULL,NULL"
"270,""LRW3F7FAXMC335384"",""2022-06-22 18:04:11"",20,50.1,""2022-06-22 18:18:07"",24,61.35,51.401757,-0.240474,16,True,NULL,NULL"
"271,""LRW3F7FAXMC335384"",""2022-06-22 18:22:08"",24,61.86,""2022-06-22 18:24:08"",25,63.91,51.401757,-0.240474,16,True,NULL,NULL"
"272,""LRW3F7FS4NC506818"",""2022-06-22 18:38:23"",29,77.57,""2022-06-22 20:26:16"",41,110.88,51.693453,-0.181595,30,True,NULL,NULL"
"273,""LRW3F7FS0NC505732"",""2022-06-22 18:42:22"",7,19.85,""2022-06-22 18:48:15"",29,77.49,51.545688,-0.474448,16,True,NULL,NULL"
"274,""LRW3F7FSXNC502871"",""2022-06-22 18:42:36"",78,211.5,""2022-06-22 19:02:28"",100,270.31,51.871746,0.193489,16,True,NULL,NULL"
"275,""LRW3F7FS7NC502939"",""2022-06-22 18:50:11"",50,135.27,""2022-06-22 19:24:09"",96,259.26,51.419749,-0.162122,16,True,NULL,NULL"
"276,""LRW3F7FS5NC505810"",""2022-06-22 18:52:22"",22,60.58,""2022-06-22 19:06:20"",50,134.33,54.442022,-1.671243,16,True,NULL,NULL"
"277,""LRW3F7FA8MC335397"",""2022-06-22 19:04:39"",20,51.62,""2022-06-23 01:10:16"",100,256.59,51.888847,-0.497414,32,True,NULL,NULL"
"278,""LRW3F7FS6NC505606"",""2022-06-22 19:12:16"",26,68.52,""2022-06-23 01:28:11"",100,270.76,51.133983,0.228333,32,True,NULL,NULL"
"279,""LRW3F7FA3MC335369"",""2022-06-22 19:18:29"",31,79.21,""2022-06-23 00:54:15"",100,256.59,51.671084,0.716296,31,True,NULL,NULL"
"280,""LRW3F7FS0NC505732"",""2022-06-22 19:20:17"",29,78.91,""2022-06-23 01:20:12"",100,270.31,51.544849,-0.230965,32,True,NULL,NULL"
"281,""LRW3F7FS6NC505671"",""2022-06-22 19:20:29"",48,127.19,""2022-06-22 19:56:28"",100,268.5,51.478092,-0.515969,16,True,NULL,NULL"
"282,""LRW3F7FA5MC335387"",""2022-06-22 19:24:08"",17,43.45,""2022-06-22 21:50:08"",50,129.31,51.568614,-0.382648,32,True,NULL,NULL"
"283,""LRW3F7FA3MC335310"",""2022-06-22 19:26:06"",4,7.71,""2022-06-22 19:56:06"",79,182.09,51.286241,0.545743,16,True,NULL,NULL"
"284,""LRW3F7FS7NC503167"",""2022-06-22 19:48:13"",85,229.86,""2022-06-22 20:42:10"",89,239.08,51.382903,-0.118432,10,True,NULL,NULL"
"285,""LRW3F7FS9NC502876"",""2022-06-22 19:52:10"",37,98.07,""2022-06-23 05:48:08"",75,200.52,51.435377,-0.012373,10,True,NULL,NULL"
"286,""LRW3F7FA8MC335352"",""2022-06-22 20:02:19"",36,90.84,""2022-06-22 20:36:16"",100,253.13,51.506631,-0.221817,16,True,NULL,NULL"
"287,""LRW3F7FA9MC335361"",""2022-06-22 20:16:09"",62,158.46,""2022-06-22 20:50:07"",98,250.47,51.526716,-0.283668,16,True,NULL,NULL"
"288,""LRW3F7FS4NC505233"",""2022-06-22 20:16:30"",66,178.63,""2022-06-22 20:44:31"",100,269.36,51.630631,-0.263653,16,True,NULL,NULL"
"289,""LRW3F7FA3MC335422"",""2022-06-22 20:16:30"",32,82.79,""2022-06-23 01:22:18"",100,256.59,51.655846,0.699829,32,True,NULL,NULL"
"290,""LRW3F7FSXNC505804"",""2022-06-22 20:18:19"",74,198.47,""2022-06-22 20:40:15"",99,268.23,51.595907,0.090855,16,True,NULL,NULL"
"291,""LRW3F7FS8NC505803"",""2022-06-22 20:34:20"",27,70.53,""2022-06-22 21:12:21"",97,256.15,51.526738,-0.28337,16,True,NULL,NULL"
"292,""LRW3F7FS5NC505810"",""2022-06-22 20:52:21"",10,25.81,""2022-06-22 21:46:19"",100,270.76,54.442048,-1.67126,16,True,NULL,NULL"
"293,""LRW3F7FS1NC505738"",""2022-06-22 21:00:23"",77,206.15,""2022-06-22 21:44:30"",86,230.79,51.375461,-0.013232,30,True,NULL,NULL"
"294,""LRW3F7FS9NC502716"",""2022-06-22 21:02:26"",29,75.63,""2022-06-22 21:36:24"",93,250.07,51.526792,-0.283474,16,True,NULL,NULL"
"295,""LRW3F7FS4NC506818"",""2022-06-22 21:32:13"",39,105.17,""2022-06-22 21:50:25"",41,111.36,51.68752,-0.223621,16,True,NULL,NULL"
"296,""LRW3F7FJ4MC387495"",""2022-06-22 21:48:50"",21,57.22,""2022-06-22 22:38:23"",100,266.25,51.545616,-0.474286,16,True,NULL,NULL"
"297,""LRW3F7FS2NC505408"",""2022-06-22 21:50:19"",11,29.98,""2022-06-22 22:42:10"",99,268.88,51.526798,-0.283483,16,True,NULL,NULL"
"298,""LRW3F7FS4NC506818"",""2022-06-22 21:54:23"",45,121.35,""2022-06-22 22:20:13"",92,248.89,51.687495,-0.223466,16,True,NULL,NULL"
"299,""LRW3F7FA5MC335387"",""2022-06-22 22:00:07"",50,128.29,""2022-06-23 01:40:09"",100,256.59,51.568607,-0.382634,32,True,NULL,NULL"
"300,""LRW3F7FA9MC335389"",""2022-06-22 22:00:08"",54,138.49,""2022-06-23 01:20:08"",100,256.59,51.371122,-0.039791,32,True,NULL,NULL"
"301,""LRW3F7FS9NC505941"",""2022-06-22 22:02:22"",68,183.33,""2022-06-22 22:16:22"",92,245.73,51.502436,-0.001535,16,True,NULL,NULL"
"302,""LRW3F7FSXNC502871"",""2022-06-22 22:08:24"",70,188.65,""2022-06-22 22:32:21"",100,270.31,51.87174,0.193495,16,True,NULL,NULL"
"303,""LRW3F7FS5NC505869"",""2022-06-22 22:12:22"",74,200.35,""2022-06-22 22:34:19"",99,267.92,51.494454,-0.091023,16,True,NULL,NULL"
"304,""LRW3F7FSXNC502868"",""2022-06-22 22:18:18"",32,84.99,""2022-06-23 01:54:12"",100,268.5,51.523928,0.054218,16,True,NULL,NULL"
"305,""LRW3F7FA1MC335354"",""2022-06-22 22:28:25"",58,149.26,""2022-06-23 00:10:27"",95,242.81,51.579368,-0.014835,16,True,NULL,NULL"
"306,""LRW3F7FJ0MC298023"",""2022-06-22 22:56:19"",60,151.61,""2022-06-22 23:10:24"",95,237.32,51.478165,-0.515596,16,True,NULL,NULL"
"307,""LRW3F7FS9NC502943"",""2022-06-22 23:00:18"",47,125.7,""2022-06-22 23:46:16"",100,270.76,51.526851,-0.283627,16,True,NULL,NULL"
"308,""LRW3F7FS4NC505345"",""2022-06-22 23:26:11"",27,71.94,""2022-06-23 00:08:10"",100,267.07,51.506701,-0.22194,16,True,NULL,NULL"
"309,""LRW3F7FS6NC505671"",""2022-06-22 23:26:30"",29,76.65,""2022-06-23 00:08:17"",100,268.5,51.478098,-0.516022,16,True,NULL,NULL"
"310,""LRW3F7FAXMC335420"",""2022-06-22 23:38:16"",46,117.56,""2022-06-23 05:24:20"",100,256.59,51.569996,-0.199399,22,True,NULL,NULL"
"311,""LRW3F7FA6MC335317"",""2022-06-22 23:38:20"",61,156.92,""2022-06-23 08:47:27"",100,256.59,51.502884,0.110992,10,True,NULL,NULL"
"312,""LRW3F7FSXNC502871"",""2022-06-22 23:54:18"",69,185.55,""2022-06-23 00:08:16"",98,265.66,51.871756,0.193486,16,True,NULL,NULL"
"313,""LRW3F7FS3NC505739"",""2022-06-23 00:04:16"",19,50.1,""2022-06-23 01:34:14"",100,269.4,51.464336,0.108413,16,True,NULL,NULL"
"314,""LRW3F7FA3MC335310"",""2022-06-23 00:08:06"",34,78.29,""2022-06-23 03:16:07"",90,208.79,51.359749,0.535114,32,True,NULL,NULL"
"315,""LRW3F7FS5NC505810"",""2022-06-23 00:08:14"",22,58.47,""2022-06-23 00:46:15"",99,268.12,52.409653,-1.25075,16,True,NULL,NULL"
"316,""LRW3F7FA6MC335415"",""2022-06-23 00:20:10"",54,137.86,""2022-06-23 02:28:10"",99,245.65,51.526474,-0.283578,14,True,NULL,NULL"
"317,""LRW3F7FS7NC505551"",""2022-06-23 00:28:14"",42,112.86,""2022-06-23 01:18:14"",100,270.31,51.577937,0.184998,16,True,NULL,NULL"
"318,""LRW3F7FA2MC335363"",""2022-06-23 00:38:07"",57,143.91,""2022-06-23 01:14:07"",99,249.12,51.526656,-0.283094,16,True,NULL,NULL"
"319,""LRW3F7FA1MC335306"",""2022-06-23 00:52:15"",15,38.33,""2022-06-23 01:22:13"",88,227.92,51.750296,0.511386,16,True,NULL,NULL"
"320,""LRW3F7FS8NC505350"",""2022-06-23 01:20:10"",41,110.44,""2022-06-23 01:30:10"",67,180.04,51.871747,0.193495,16,True,NULL,NULL"
"321,""LRW3F7FA1MC335306"",""2022-06-23 01:32:13"",89,230.48,""2022-06-23 01:58:11"",91,234.05,51.749864,0.502235,10,True,NULL,NULL"
"322,""LRW3F7FA1MC335306"",""2022-06-23 02:06:10"",91,235.08,""2022-06-23 04:16:11"",100,256.59,51.749864,0.502235,10,True,NULL,NULL"
"323,""LRW3F7FS2NC506817"",""2022-06-23 02:06:14"",90,242.41,""2022-06-23 03:06:15"",100,271.21,51.579871,-0.199397,32,True,NULL,NULL"
"324,""LRW3F7FSXNC502871"",""2022-06-23 02:08:22"",81,217.07,""2022-06-23 02:30:15"",100,270.31,51.680617,-0.048559,16,True,NULL,NULL"
"325,""LRW3F7FS5NC505810"",""2022-06-23 02:16:11"",56,151.71,""2022-06-23 09:37:20"",85,230.57,51.57359,-0.364424,10,True,NULL,NULL"
